Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Status
1,Rob Gronkowski,NE,CAR,1,5,1.2,0.9
2,Zach Ertz,PHI,LAC,1,4,2.1,0.4,"Ertz has blossomed into a legitimate fantasy stud, playing more than 80 percent of the snaps, seeing between eight and 10 targets per week, and finally scoring a touchdown. The red zone targets - Ertz has seen three this season - is really what can bring him to the truly elite level. The Chargers aren't particularly tough against tight ends, as opposing quarterbacks have completed nine of 10 passes to the position this season against them. But even if they were, it's irrelevant right now for Ertz, who is one of the few true ""set it and forget it"" options at the position."
3,Travis Kelce,KC,WAS,1,5,2.8,0.6
4,Jimmy Graham,SEA,IND,3,18,5.5,3.0,"Graham surprisingly rebounded last week against the Titans despite playing through an ankle injury, as he caught seven of 11 targets for 72 yards. He was removed from the injury report this week, so he should be ready to go for Sunday night against the Colts. Indianapolis has barely been tested by tight ends this year, but they allowed the second-most yards per target last year to tight ends, and there's nothing to suggest that their defense has improved significantly against the position. Consider Graham a strong TE1 play."
5,Delanie Walker,TEN,HOU,3,12,5.8,1.7
6,Charles Clay,BUF,ATL,3,19,7.0,2.3,"Clay is averaging six targets per game this year, and has scored in two of three contests. With Tyrod Taylor preferring shorter passes, Clay and LeSean McCoy have been and should continue to be the primary beneficiaries. The Bills take on the Falcons this week, and they're likely to be playing from behind, meaning Clay should once again see plenty of targets. He's the top streaming tight end this week and makes a passable fantasy option on a weekly basis."
7,Kyle Rudolph,MIN,DET,3,19,8.4,3.3,"Rudolph has gone from the most targeted tight end in 2016 to one of the least targeted in 2017, as he ranks 20th in targets among the position with just 11. The Lions should present some opportunities for Rudolph, as they've allowed 11 touchdowns to the position since the start of 2016, including one to Rudolph last year. Despite his struggles, he's still firmly in the TE1 conversation in this matchup."
8,Jason Witten,DAL,LAR,4,24,8.6,3.2,"Witten came back down to earth in an extremely difficult matchup against the Cardinals last week, as he caught only one pass for three yards. Things get easier this week against the Rams, though not by all that much. The Rams have been tough against tight ends since the beginning of the 2016 season, and haven't allowed a big game to any opposing tight end yet this season. But with the difficulty in finding a reliable tight end in fantasy, Witten's consistent targets keep him as a TE1 here."
9,Jared Cook,OAK,DEN,2,23,10.7,3.8
10,Jordan Reed,WAS,KC,4,17,10.0,3.6,"Reed has been a limited participant in practice this week with his rib and shoulder injuries, and he'll likely be a game-time decision on Monday night against the Chiefs. The only way to possibly wait on Reed is if you also own Vernon Davis. But if you are in that position, it's not the worst matchup. Without Eric Berry, the Chiefs are very mediocre against opposing tight ends, and Reed's talent level would leave him as a borderline TE1. Unless it's clear by Sunday morning that he'll suit up or you own Davis, it would be wise to find another option."
