Player Name,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Travis Kelce,KC,6.3,83.3,0.8,0.1,19.5
George Kittle,SF,6.3,83.9,0.5,0.0,17.7
Zach Ertz,PHI,6.5,68.6,0.6,0.1,16.7
Evan Engram,NYG,4.9,56.1,0.5,0.0,13.4
Jared Cook,OAK,4.6,57.1,0.5,0.0,13.2
Eric Ebron,IND,4.4,51.9,0.6,0.0,12.9
Chris Herndon IV,NYJ,3.8,45.6,0.4,0.0,10.8
Kyle Rudolph,MIN,3.9,38.7,0.5,0.0,10.5
Rob Gronkowski,NE,3.4,52.0,0.3,0.0,10.4
David Njoku,CLE,3.5,35.6,0.4,0.0,9.4
Austin Hooper,ATL,4.0,38.7,0.2,0.0,9.3
Jimmy Graham,GB,3.3,42.3,0.3,0.0,9.1
C.J. Uzomah,CIN,3.4,34.6,0.4,0.0,9.0
Vance McDonald,PIT,3.4,37.7,0.3,0.1,8.6
Cameron Brate,TB,3.1,32.7,0.4,0.0,8.5
Trey Burton,CHI,3.2,33.7,0.2,0.0,7.5
Ian Thomas,CAR,3.2,33.6,0.2,0.0,7.5
Gerald Everett,LAR,2.8,29.5,0.2,0.0,7.1
Jeremy Sprinkle,WAS,2.7,29.7,0.2,0.0,6.7
Blake Jarwin,DAL,2.3,23.9,0.1,0.0,5.2
Matt LaCosse,DEN,2.2,21.9,0.1,0.0,5.1
Dallas Goedert,PHI,1.9,19.8,0.1,0.0,4.7
Anthony Firkser,TEN,1.9,20.2,0.1,0.0,4.6
Levine Toilolo,DET,1.9,20.2,0.1,0.0,4.5
Jesse James,PIT,1.6,20.0,0.1,0.0,4.4
Mark Andrews,BAL,1.6,21.0,0.1,0.0,4.4
Nick Vannett,SEA,1.7,18.0,0.1,0.0,4.3
Mo Alie-Cox,IND,1.5,18.7,0.1,0.0,4.1
Jordan Thomas,HOU,1.5,15.8,0.2,0.0,4.1
Antonio Gates,LAC,1.6,18.1,0.1,0.1,4.1
Ryan Griffin,HOU,1.6,19.3,0.1,0.1,4.1
Ed Dickson,SEA,1.6,16.2,0.1,0.0,4.0
James O'Shaughnessy,JAC,1.8,18.3,0.1,0.0,4.0
Tyler Higbee,LAR,1.5,15.9,0.1,0.0,3.8
Jermaine Gresham,ARI,1.9,14.5,0.1,0.1,3.7
Brian Parker,DEN,1.5,16.2,0.1,0.0,3.5
Luke Stocker,TEN,1.5,14.3,0.1,0.0,3.5
Dalton Schultz,DAL,1.6,14.0,0.1,0.0,3.4
Jason Croom,BUF,1.3,16.1,0.1,0.0,3.3
Jordan Leggett,NYJ,1.4,14.2,0.1,0.0,3.3
Benjamin Watson,NO,1.4,15.0,0.1,0.0,3.3
Jordan Akins,HOU,1.2,14.0,0.1,0.0,3.2
Dan Arnold,NO,1.3,14.5,0.1,0.0,3.2
Virgil Green,LAC,1.3,13.2,0.1,0.0,3.2
Demetrius Harris,KC,1.1,13.2,0.1,0.0,3.2
Adam Shaheen,CHI,1.2,12.9,0.1,0.0,3.1
Josh Hill,NO,1.2,10.7,0.1,0.0,3.0
Lance Kendricks,GB,1.2,12.0,0.1,0.0,2.9
Mike Gesicki,MIA,1.3,11.6,0.1,0.1,2.8
Darren Fells,CLE,1.0,9.9,0.1,0.0,2.7
Logan Thomas,BUF,1.1,11.2,0.1,0.0,2.6
Charles Clay,BUF,1.1,12.0,0.1,0.1,2.6
MyCole Pruitt,TEN,1.0,10.1,0.1,0.0,2.6
Nick O'Leary,MIA,1.0,9.3,0.1,0.0,2.6
Hayden Hurst,BAL,1.1,10.3,0.1,0.0,2.4
Matt Lengel,CIN,1.0,10.0,0.1,0.0,2.3
Nick Boyle,BAL,0.9,8.1,0.1,0.0,2.0
John Phillips,ARI,0.8,8.9,0.1,0.0,2.0
Derek Carrier,OAK,0.8,8.9,0.0,0.0,1.9
Darren Waller,OAK,0.8,8.6,0.1,0.0,1.9
Maxx Williams,BAL,0.8,6.7,0.1,0.0,1.9
Blake Bell,JAC,0.9,8.2,0.1,0.1,1.9
Lee Smith,OAK,0.8,7.3,0.1,0.0,1.9
Scott Simonson,NYG,0.7,7.5,0.1,0.0,1.8
Chris Manhertz,CAR,0.7,7.9,0.0,0.0,1.7
Matt Flanagan,WAS,0.7,7.3,0.1,0.0,1.6
Antony Auclair,TB,0.7,7.2,0.0,0.0,1.6
Tyler Conklin,NE,0.7,6.8,0.1,0.0,1.6
Logan Paulsen,ATL,0.7,5.9,0.1,0.0,1.6
Robert Tonyan,GB,0.4,5.8,0.1,0.0,1.6
Ross Dwelley,SF,0.6,7.2,0.0,0.0,1.6
Dwayne Allen,NE,0.5,4.8,0.1,0.0,1.5
Jerome Cunningham,DET,0.6,6.2,0.0,0.0,1.4
Seth DeValve,CLE,0.6,7.1,0.0,0.0,1.4
David Morgan,MIN,0.6,4.9,0.0,0.0,1.2
Marcedes Lewis,GB,0.4,4.4,0.0,0.0,1.1
Temarrick Hemingway,DEN,0.5,5.0,0.0,0.0,1.1
Jason Vander Laan,CAR,0.3,3.8,0.0,0.0,0.9
Eric Saubert,ATL,0.4,3.8,0.0,0.0,0.9
Rico Gathers,DAL,0.4,4.1,0.0,0.0,0.8
Johnny Mundt,LAR,0.4,4.0,0.0,0.0,0.8
Ryan Hewitt,IND,0.4,3.8,0.0,0.0,0.8
Durham Smythe,MIA,0.4,3.5,0.0,0.1,0.8
Sean Culkin,LAC,0.2,2.6,0.0,0.0,0.8
