Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Baltimore (BAL)BAL DST,BAL,MIA,1,11,1.5,1.2
2,Philadelphia (PHI)PHI DST,PHI,WAS,1,7,2.6,1.3
3,Seattle (SEA)SEA DST,SEA,CIN,1,28,4.3,2.1
4,Los Angeles (LAC)LAC DST,LAC,IND,1,16,4.9,2.7
5,Cleveland (CLE)CLE DST,CLE,TEN,1,12,5.0,2.1
6,Dallas (DAL)DAL DST,DAL,NYG,1,16,5.4,2.2
7,Denver (DEN)DEN DST,DEN,OAK,2,17,7.6,2.5
8,New York (NYJ)NYJ DST,NYJ,BUF,2,30,8.6,3.3
9,Chicago (CHI)CHI DST,CHI,GB,1,17,9.2,2.5
10,Buffalo (BUF)BUF DST,BUF,NYJ,4,17,10.8,2.2
11,Los Angeles (LAR)LAR DST,LAR,CAR,4,21,11.6,2.7
12,Minnesota (MIN)MIN DST,MIN,ATL,3,24,11.8,2.5
13,New Orleans (NO)NO DST,NO,HOU,3,24,12.9,2.9
14,Detroit (DET)DET DST,DET,ARI,6,25,14.1,3.7
15,New England (NE)NE DST,NE,PIT,7,22,14.7,2.5
16,Kansas City (KC)KC DST,KC,JAC,8,27,15.6,3.1
17,Green Bay (GB)GB DST,GB,CHI,6,27,17.2,2.7
18,Jacksonville (JAC)JAC DST,JAC,KC,7,30,19.1,4.0
19,San Francisco (SF)SF DST,SF,TB,12,32,19.9,3.5
20,Oakland (OAK)OAK DST,OAK,DEN,9,32,20.6,3.5
21,Arizona (ARI)ARI DST,ARI,DET,9,32,21.6,3.3
22,Atlanta (ATL)ATL DST,ATL,MIN,15,29,22.7,2.3
23,Houston (HOU)HOU DST,HOU,NO,11,32,23.6,4.4
24,Miami (MIA)MIA DST,MIA,BAL,14,32,24.2,3.7
25,Tennessee (TEN)TEN DST,TEN,CLE,8,30,24.3,3.1
26,Tampa Bay (TB)TB DST,TB,SF,15,32,24.8,3.6
27,Carolina (CAR)CAR DST,CAR,LAR,10,31,25.6,3.4
28,New York (NYG)NYG DST,NYG,DAL,15,32,27.3,2.5
29,Indianapolis (IND)IND DST,IND,LAC,7,32,26.4,4.6
30,Pittsburgh (PIT)PIT DST,PIT,NE,16,33,26.8,4.0
31,Washington (WAS)WAS DST,WAS,PHI,15,32,29.5,2.5
32,Cincinnati (CIN)CIN DST,CIN,SEA,22,32,30.9,1.8
