Player Name,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Travis Kelce,KC,6.8,85.8,0.7,0.1,19.5
George Kittle,SF,5.6,68.1,0.5,0.1,15.0
Zach Ertz,PHI,6.0,63.9,0.4,0.1,14.6
Eric Ebron,IND,4.6,54.9,0.7,0.0,14.4
Jared Cook,OAK,4.8,57.6,0.5,0.0,13.3
Evan Engram,NYG,4.9,54.6,0.3,0.0,11.9
Rob Gronkowski,NE,4.0,54.8,0.4,0.1,11.6
David Njoku,CLE,3.6,41.2,0.4,0.0,10.2
Chris Herndon IV,NYJ,3.4,40.8,0.4,0.0,10.1
Austin Hooper,ATL,4.3,43.2,0.2,0.0,10.0
Jimmy Graham,GB,3.4,40.5,0.2,0.0,8.7
Cameron Brate,TB,3.3,34.9,0.3,0.1,8.6
Kyle Rudolph,MIN,3.5,36.0,0.2,0.0,8.4
Vance McDonald,PIT,3.4,38.5,0.2,0.1,8.3
Ian Thomas,CAR,3.4,32.9,0.2,0.0,7.7
Trey Burton,CHI,3.1,33.8,0.2,0.1,7.6
C.J. Uzomah,CIN,3.2,32.5,0.2,0.0,7.3
Gerald Everett,LAR,2.8,28.6,0.2,0.0,6.7
Matt LaCosse,DEN,2.7,29.2,0.2,0.0,6.6
Ricky Seals-Jones,ARI,2.5,29.0,0.1,0.0,6.2
Jeremy Sprinkle,WAS,2.5,28.0,0.1,0.0,6.2
Blake Jarwin,DAL,2.5,26.0,0.2,0.0,6.1
Benjamin Watson,NO,2.0,23.7,0.2,0.0,5.4
Dallas Goedert,PHI,2.0,20.9,0.2,0.0,5.3
Ryan Griffin,HOU,1.9,23.2,0.1,0.0,4.8
Nick Vannett,SEA,1.9,20.2,0.1,0.0,4.7
James O'Shaughnessy,JAC,2.0,19.7,0.1,0.0,4.5
Jesse James,PIT,1.8,21.6,0.1,0.0,4.4
Jordan Thomas,HOU,1.6,17.3,0.2,0.0,4.4
Antonio Gates,LAC,1.6,18.5,0.1,0.0,4.2
Ed Dickson,SEA,1.5,17.1,0.2,0.0,4.2
Levine Toilolo,DET,1.8,18.4,0.1,0.0,4.2
Mark Andrews,BAL,1.6,19.7,0.1,0.0,4.1
Anthony Firkser,TEN,1.6,18.4,0.1,0.0,4.1
Luke Stocker,TEN,1.5,15.6,0.2,0.0,4.0
Dalton Schultz,DAL,1.6,15.4,0.1,0.0,3.8
Tyler Higbee,LAR,1.6,16.0,0.1,0.0,3.8
Rhett Ellison,NYG,1.4,14.7,0.1,0.0,3.5
Mo Alie-Cox,IND,1.2,14.7,0.2,0.0,3.5
