Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Rob Gronkowski,NE,NO,1,5,1.2,0.8,"With Edelman, Mitchell and now Amendola out, Gronk should see an even larger workload. The Saints aren't terrible against tight ends, but in this shootout, Gronk could have his top performance of the season."
2,Travis Kelce,KC,PHI,2,6,2.8,1.1,"Philly has dominated tight ends over their last 20 games, but even with last week's no-show performance, he is just too good to consider benching in even the most shallow leagues."
3,Greg Olsen,CAR,BUF,2,7,4.2,1.3,"Olsen had a quiet opening to his 2017 season, hauling in just two of four targets for 18 yards on Sunday against the 49ers. He now gets a Bills team that was tough on tight ends last season, allowing touchdowns to only Rob Gronkowski and Jimmy Graham. Olsen will always be one of Cam Newton's favorite targets and will always be a start, but with Newton's rustiness and the Bills' past success on tight ends, expectations should be tempered here."
4,Jordan Reed,WAS,LAR,1,10,4.9,1.9,". You were warned that it was a bad matchup for Jordan Reed against the Eagles, and it's not a great matchup against the Rams, either. They allowed just 621 yards to the position last year and there were just have been just two tight ends who've totaled more than 52 yards against them in their last 17 games. Reed is likely a higher upside option than anyone else on your team, but this matchup isn't great. "
5,Jimmy Graham,SEA,SF,1,20,5.0,2.8,"In two games against the 49ers last year, Graham destroyed them for 10 catches, 164 yards and a touchdown in their two meetings. In a game where the Seahawks are projected to score 28 points, Graham is a good bet to find the endzone.  "
6,Zach Ertz,PHI,KC,1,15,5.0,2.5,"Ertz continued to show that he is one of Carson Wentz's favorite targets, catching in all eight of the passes thrown his way for 93 yards in Week 1's matchup against the Redskins. Week 2 should have presented a daunting matchup for Ertz, but Eric Berry's season-ending injury opens the door wide open for Ertz to thrive. The Chiefs, led by Berry, have been one of the best defenses against tight ends for several years, but they allowed eight touchdowns to the position in 2014 when Berry missed most of the season. Ertz is firmly a mid-tier TE1 in this one."
7,Kyle Rudolph,MIN,PIT,2,12,7.0,2.3,"Rudolph wasn't heavily involved in Week 1 against the Saints, but made the most of his limited action, catching all three of his targets for 26 yards and a touchdown. He'll now take on a Steelers defense that was middle of the road in 2016, and didn't have much of a test against the Browns in Week 1. Rudolph is one of Sam Bradford's favorite targets every week, so he always has a high floor and is a must-start option absent the worst possible matchup. Week 2's game against Pittsburgh is far from that, making Rudolph a mid-range TE1."
8,Delanie Walker,TEN,JAC,2,11,7.7,1.6,"The Jaguars have strong pass coverage all over the field including Myles Jack who is big enough and fast enough to line up against pass catching tight ends like Walker. He is still a start in standard 12 team leagues, but it is much closer than usual this week."
9,Martellus Bennett,GB,ATL,3,15,10.0,2.2,"Bennett caught just three passes for 43 yards against the Seahawks in Week 1, but should have much more success against the Falcons in Week 2. Atlanta gave up the sixth-most fantasy points to opposing tight ends last season, and didn't look to have improved much against the Bears in Week 1. In a likely shootout, expect Bennett to see plenty of work, making him a rock-solid TE1 in this one."
10,Coby Fleener,NO,NE,5,16,11.0,2.2,"As he had done in the past, Fleener again made the most of Willie Snead's absence on Monday night catching five of his six targets for 54 yards and a touchdown against the Vikings. Don't be frightened by how the Patriots limited Travis Kelce in Week 1. As we know, the Patriots look to take away an opposing team's best weapon, and in Week 1, they clearly deemed that Kelce. Here, Fleener is far from the Saints' best weapon, and therefore should have plenty of opportunities to make plays. In a likely shootout and with Snead missing this game, Fleener makes a rock-solid TE1 this week."
11,Charles Clay,BUF,CAR,5,28,11.9,3.0,"With Jordan Matthews ailing and Sammy Watkins gone, there was reason to believe the Bills would continue to feed the ball to Clay, just like they did at the end of the last season. Granted, the Bills won't play the Jets every weekend, but Clay performed well and could be this year's Dennis Pitta, seeing targets upon targets all season."
12,Tyler Eifert,CIN,HOU,7,19,11.6,2.6,"The Bengals offensive line is the sole reason they were held to 0 points, but that isn't the only reason Eifert put up a bust week. Rather, it is that Dalton threw the ball to him just 1 time all week. That should change this week, but going against Houston should concern owners enough to consider benching him if they have another strong option."
