Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Status
1,Le'Veon Bell,PIT,CHI,1,4,1.2,0.6
2,Kareem Hunt,KC,LAC,1,8,3.0,1.3
3,Jay Ajayi,MIA,NYJ,1,10,3.7,2.1
4,Ezekiel Elliott,DAL,ARI,1,11,4.6,2.0,"Elliott had by far the worst game of his career in Week 2 against the Broncos, as he gained just eight yards on nine carries and added 14 yards receiving on four carries. He now has the unfortunate task of going up against a Cardinals defense that is allowing just 2.3 yards per carry so far this season. But, putting last week's stunner aside, Elliott and the massive Cowboys offensive line can handle any defense, and there's no chance you're going to sit Elliott here. While this may not be his best game of the season, owners should start him with confidence and expect a major bounce-back game."
5,Todd Gurley,LAR,SF,1,11,5.5,1.9,"This 49ers had a historically bad run defense last season, and while Bowman is back, they are still among the worst in the league. Gurley has looked significantly better behind Andrew Whitworth and in McVay's offense to use him as a clear RB1 this week."
6,Ty Montgomery,GB,CIN,1,12,6.1,1.9,"Montgomery has been on the field a ridiculous amount so far in 2017, playing on 139 out of 158 possible snaps. While he's struggled from a YPC basis, his heavy involvement and nose for the end zone have made him a top option at running back so far. That trend shouldn't end this week against the Bengals, who have struggled on defense so far in 2017 and come in as heavy underdogs. With the Green Bay receivers somewhat banged up and the team likely to be playing from ahead, expect Montgomery to get a significant number of carries and produce once again for fantasy owners."
7,Devonta Freeman,ATL,DET,2,21,6.4,2.8,"Freeman hasn't lit the world on fire with his rushing ability yet in 2017 (just 3.9 YPC), but he's managed to find the end zone three times in his first two games. He may have trouble continuing the latter trend against the Lions in Week 3, as Detroit allowed only five rushing touchdowns to running backs all last year. But the disparity between Freeman and Tevin Coleman's usage got larger in Week 2 (17-snap gap vs. 12-snap gap in Week 1), which is obviously a good sign for Freeman going forward. He's an RB1 in this matchup, as he will be most weeks, but his ceiling is a bit lower than it has been in either previous matchup this season."
8,Melvin Gordon,LAC,KC,2,14,7.7,2.0
9,LeSean McCoy,BUF,DEN,5,19,9.8,2.4
10,Carlos Hyde,SF,LAR,2,15,10.4,2.3,"Hyde has been terrific in limited usage so far this season. The primary reason for his low volume has been the game scripts. This week, that could change as the 49ers will be playing at home against another less than mediocre team. If they keep it close, Hill could be a top 5 running back."
