Player Name,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Travis Kelce,KC,6.3,84.7,0.8,0.0,19.7
Zach Ertz,PHI,6.4,69.5,0.6,0.0,17.1
George Kittle,SF,5.3,69.2,0.5,0.0,15.0
Eric Ebron,IND,4.6,54.2,0.7,0.0,14.1
Rob Gronkowski,NE,4.2,61.8,0.6,0.0,13.9
Jared Cook,OAK,4.1,52.0,0.5,0.0,12.2
Jordan Reed,WAS,4.7,48.1,0.4,0.0,11.8
David Njoku,CLE,4.2,46.2,0.5,0.1,11.4
Greg Olsen,CAR,4.1,49.4,0.3,0.0,10.9
Cameron Brate,TB,3.5,39.3,0.5,0.0,10.6
Kyle Rudolph,MIN,3.9,40.7,0.2,0.0,9.4
Vance McDonald,PIT,3.3,37.5,0.4,0.1,9.3
Austin Hooper,ATL,4.1,40.1,0.2,0.0,9.3
Chris Herndon IV,NYJ,3.4,36.5,0.2,0.0,8.4
Trey Burton,CHI,3.4,37.1,0.2,0.0,8.3
Jimmy Graham,GB,3.1,38.1,0.2,0.0,8.2
Gerald Everett,LAR,2.3,26.8,0.4,0.0,7.5
Rhett Ellison,NYG,3.0,30.9,0.1,0.0,7.0
Jonnu Smith,TEN,2.7,30.5,0.2,0.0,7.0
C.J. Uzomah,CIN,2.9,30.3,0.2,0.0,7.0
Matt LaCosse,DEN,2.7,30.4,0.2,0.0,6.7
Nick Vannett,SEA,2.4,25.9,0.2,0.0,6.4
James O'Shaughnessy,JAC,2.5,27.3,0.1,0.0,6.0
Ricky Seals-Jones,ARI,2.4,27.8,0.1,0.0,5.7
Jesse James,PIT,2.1,23.7,0.2,0.0,5.5
Benjamin Watson,NO,2.1,22.1,0.2,0.0,5.2
Vernon Davis,WAS,1.9,25.7,0.1,0.0,5.1
Antonio Gates,LAC,1.9,22.5,0.2,0.0,5.0
Ryan Griffin,HOU,1.9,22.1,0.1,0.0,4.9
Charles Clay,BUF,2.1,22.2,0.1,0.0,4.7
Mark Andrews,BAL,1.7,20.9,0.2,0.0,4.7
Tyler Higbee,LAR,1.6,19.2,0.1,0.0,4.4
Dan Arnold,NO,1.7,20.0,0.1,0.0,4.3
Ed Dickson,SEA,1.5,17.4,0.2,0.0,4.2
Michael Roberts,DET,1.6,17.4,0.1,0.0,4.2
Luke Willson,DET,1.6,16.2,0.1,0.0,3.9
Virgil Green,LAC,1.6,16.6,0.1,0.0,3.9
Dallas Goedert,PHI,1.4,15.0,0.1,0.0,3.6
Jordan Thomas,HOU,1.2,14.7,0.2,0.0,3.6
Nick O'Leary,MIA,1.3,15.6,0.1,0.0,3.6
Mike Gesicki,MIA,1.7,15.3,0.1,0.1,3.6
